datetime,co2,motion,temperature,light,sound_mean_voltage,sound_rms_voltage,sound_relative_dbm,target
2017-12-22 10:50:00,390.0,5,24.9465,62.175,0.35950000000000004,0.5393376165961686,13.78999343694774,1.0
2017-12-22 10:55:00,392.0,7,25.0195,64.85,0.17174999999999999,0.22764834017756042,11.231103732772796,1.0
2017-12-22 11:00:00,402.22222222222223,5,25.051388888888887,65.19444444444444,0.22972222222222222,0.2875017096053063,12.660284747161167,1.0
2017-12-22 11:05:00,411.0,1,25.089750000000002,64.92500000000001,0.1125,0.15444548318858511,8.428464257945002,1.0
2017-12-22 11:10:00,425.0,2,25.1225,66.025,0.21125,0.2702534126820614,12.38892449444284,1.0
2017-12-22 11:15:00,430.5,2,25.149749999999997,65.7,0.16474999999999998,0.19486192690707335,11.113021245794284,1.0
2017-12-22 11:20:00,440.0,2,25.1935,66.525,0.20074999999999996,0.2229580949384521,11.957659506666996,1.0
2017-12-22 11:25:00,448.75,12,25.2934375,86.71875,0.386875,0.4729004374650284,17.63750937326198,1.0
2017-12-22 11:30:00,449.5,9,25.350749999999998,129.8,0.46424999999999994,0.5479180426179227,19.7883525213587,2.0
2017-12-22 11:35:00,462.5,7,25.3875,129.41666666666666,0.5345833333333333,0.6402025881233899,20.977671429997756,2.0
2017-12-22 11:40:00,499.0,12,25.43325,128.85000000000002,0.55225,0.6530142613703571,20.3648792659698,2.0
2017-12-22 11:45:00,532.0,11,25.47775,129.25,0.34425000000000006,0.4575242092675196,16.930097831580614,2.0
2017-12-22 11:50:00,554.4444444444445,11,25.520555555555553,129.52777777777777,0.3027777777777778,0.36823143584235407,15.847794244371178,2.0
2017-12-22 11:55:00,573.0,19,25.659750000000003,130.85,0.68775,0.8319301460486502,23.514082775889484,2.0
2017-12-22 12:00:00,594.5,5,26.018,133.175,0.20849999999999996,0.31696392562551323,11.535189804629379,2.0
2017-12-22 12:05:00,598.0,7,26.009,134.20000000000002,0.21725,0.26487725704656045,12.766181606392912,2.0
2017-12-22 12:10:00,624.5,11,26.09725,134.475,0.46325,0.4928502739236091,21.388005795457396,2.0
2017-12-22 12:15:00,632.2222222222222,14,26.205277777777777,134.05555555555554,0.43972222222222224,0.46317120338600104,21.32228838168738,2.0
2017-12-22 12:20:00,642.2222222222222,6,26.258888888888887,135.13888888888889,0.3080555555555555,0.3529791234196837,16.787732330039585,2.0
2017-12-22 12:25:00,643.0,4,26.33125,137.6,0.26575000000000004,0.38800174646267555,13.780603883517042,2.0
2017-12-22 12:30:00,655.0,19,26.404249999999998,170.75,0.891,1.0600260598404456,26.23341577071931,3.0
2017-12-22 12:35:00,678.0,20,26.522,172.875,1.3705,1.7922727787740218,29.254624648866393,3.0
2017-12-22 12:40:00,696.0,9,26.543999999999997,173.20000000000002,0.7124999999999999,0.7660183318750518,25.670718412310514,3.0
2017-12-22 13:05:00,811.25,8,26.435624999999998,177.75,0.954375,1.196899052301693,26.296357288008217,3.0
2017-12-22 13:10:00,831.5,18,26.469,177.0,1.30225,1.6705845957869863,28.631249233279885,3.0
2017-12-22 13:15:00,846.6666666666666,14,26.453333333333337,179.38888888888889,0.9069444444444443,1.1098863387042082,25.413941825577957,3.0
2017-12-22 13:20:00,856.0,19,26.43075,188.725,0.92275,1.1813174757046538,25.43918987776658,3.0
2017-12-22 13:25:00,872.2222222222222,8,26.451666666666668,187.72222222222223,0.3883333333333333,0.6932301630926196,14.017197709822495,3.0
2017-12-22 13:30:00,872.2222222222222,15,26.421388888888888,191.02777777777777,0.9147222222222222,1.126371968710656,26.379274015858325,2.0
2017-12-22 13:35:00,859.5,16,26.394,191.25,1.0415,1.1319514286597925,27.81126093111742,2.0
2017-12-22 13:40:00,886.0,17,26.398249999999997,192.14999999999998,0.7895,1.0898148018728957,23.053379132960313,3.0
2017-12-22 13:45:00,893.5,14,26.3515,191.575,0.2685,0.3062183488766523,15.479557525789675,3.0
2017-12-22 13:50:00,912.2222222222222,13,26.38222222222222,191.80555555555554,0.42027777777777775,0.5995691592763851,18.003112617568632,3.0
2017-12-22 13:55:00,932.5,9,26.405749999999998,191.97500000000002,0.41200000000000003,0.5662147539904021,17.039699926300088,3.0
2017-12-22 14:00:00,939.5,8,26.41125,192.77499999999998,0.15425,0.18006440333874124,12.235044936450656,3.0
2017-12-22 14:05:00,966.5,14,26.451999999999998,191.02500000000003,0.45125,0.6648495784861358,17.76090226020045,3.0
2017-12-22 14:10:00,960.0,14,26.49666666666667,188.02777777777777,0.7047222222222222,0.9512487893718848,22.413701260071026,3.0
2017-12-22 14:15:00,963.8888888888889,7,26.415277777777774,63.66666666666667,0.5891666666666666,1.0061656054125883,15.57620386562149,0.0
2017-12-22 14:20:00,967.5,0,26.301500000000004,49.599999999999994,0.067,0.0683740822884484,6.317461835622403,0.0
2017-12-22 14:25:00,957.5,2,26.23575,49.975,0.12050000000000001,0.17023042291938292,9.069229577575172,0.0
2017-12-22 14:30:00,896.0,0,26.18675,49.625,0.07200000000000001,0.0741502000729844,6.8838660294338325,0.0
2017-12-22 14:35:00,841.0,0,26.1425,47.65,0.06475,0.06641557250057094,6.0137343240150685,0.0
2017-12-22 14:40:00,824.4444444444445,0,26.104444444444447,47.5,0.06277777777777778,0.06304314899330665,5.8490052819138825,0.0
2017-12-22 14:45:00,788.5,0,26.07625,47.225,0.067,0.06778046583638615,6.392413563267589,0.0
2017-12-22 14:50:00,754.0,0,26.052499999999995,45.375,0.061,0.061139698302822065,5.6101700436253505,0.0
2017-12-22 14:55:00,728.0,0,26.02525,42.475,0.06475,0.06515133827659216,6.0985585048734245,0.0
2017-12-22 15:00:00,704.0,0,25.991249999999997,42.75,0.06175,0.06204801648717726,5.724374032197614,0.0
2017-12-22 15:05:00,686.875,0,25.971874999999997,43.0,0.0665625,0.06778507026325328,6.28884742363454,0.0
2017-12-22 15:10:00,671.5,0,25.955750000000002,39.625,0.0685,0.07005092232536325,6.488265867214336,0.0
2017-12-22 15:15:00,635.5,0,25.93925,39.75,0.06425,0.06525167720582087,6.019942011396285,0.0
2017-12-22 15:20:00,602.5,0,25.926875,39.25,0.06218750000000001,0.062277490206700745,5.796794688824302,0.0
2017-12-22 15:25:00,592.2222222222222,5,25.929166666666667,68.58333333333333,0.18,0.250309194100412,11.082374678084182,1.0
2017-12-22 15:30:00,581.5,0,25.934500000000003,67.125,0.27375,0.4181519490058445,12.184445675325954,1.0
2017-12-22 15:35:00,572.5,2,25.924750000000003,65.225,0.24525,0.3604853835864829,12.783729239669995,1.0
